Student_ID,Gender,Age,Department,Year_of_Study,Attendance_Percentage,Study_Hours_Per_Day,Previous_CGPA,Assignment_Completion_Rate,Online_Resources_Used,Extracurricular_Activities,Sleep_Hours,Family_Income_Category,Internet_Access,Mental_Health_Score,Part_Time_Job,Distance_From_College_KM,Final_Grade,Performance_Score
S0432,Female,20,Civil,2,74.1,5.8,6.48,75.5,Yes,1,6.2,High,Yes,1.9,No,8.1,C,45.7
S0433,Female,20,Computer Science,4,71.4,4.2,7.21,64.7,Yes,1,6.5,Medium,Yes,3.9,No,3.5,D,36.3
S0434,Male,21,Electronics,4,63.0,5.0,5.76,63.6,Yes,2,6.5,Medium,Yes,5.4,No,8.9,F,29.8
S0435,Male,18,Electronics,4,82.2,2.9,6.55,59.9,No,3,9.2,Low,Yes,5.7,Yes,2.5,D,40.2
S0436,Female,17,Computer Science,3,64.4,5.0,6.76,72.6,Yes,1,6.4,Medium,Yes,4.0,No,21.4,D,39.4
S0437,Male,19,Electronics,1,83.5,2.3,5.54,57.8,Yes,0,4.5,Low,Yes,8.7,Yes,12.3,D,38.2
S0438,Female,21,Computer Science,1,65.7,0.3,6.16,66.3,Yes,0,5.6,Low,No,8.3,No,50.0,D,30.7
S0439,Female,19,Civil,1,77.7,3.7,6.12,66.6,Yes,2,7.4,High,Yes,10.0,No,2.0,C,45.6
S0440,Male,21,Electrical,1,72.7,3.6,7.02,64.7,Yes,2,6.2,Medium,Yes,5.6,No,3.8,C,45.7
S0441,Male,24,Computer Science,2,72.6,4.9,7.36,78.4,Yes,1,6.5,Low,Yes,4.9,No,22.0,C,58.5
S0442,Other,18,Mechanical,1,87.3,6.8,8.48,76.1,Yes,1,6.0,High,Yes,8.7,No,6.0,B,64.6
S0443,Male,21,Computer Science,2,82.2,4.5,7.51,68.0,No,3,3.1,Low,No,6.0,No,7.3,C,50.2
S0444,Male,20,Electronics,4,79.4,5.3,7.08,77.6,No,1,5.6,High,Yes,3.9,No,20.7,D,37.6
S0445,Female,22,BBA,2,76.6,3.9,7.23,71.7,Yes,1,6.4,Low,Yes,3.2,Yes,8.4,C,47.7
S0446,Female,18,BBA,4,64.2,4.4,4.94,56.5,No,1,4.4,Low,No,5.2,No,3.2,D,44.3
S0447,Other,21,Civil,3,80.0,2.6,6.73,73.5,Yes,1,5.1,Low,Yes,5.0,Yes,23.3,D,38.4
S0448,Female,22,MBA,1,84.7,7.3,9.12,87.5,Yes,0,6.1,Low,No,5.9,No,1.3,C,55.7
S0449,Male,23,Civil,2,67.7,2.0,6.64,74.6,Yes,3,6.1,Low,Yes,4.7,Yes,23.6,D,41.1
S0450,Male,21,MBA,1,92.6,7.7,8.89,76.0,No,2,7.0,Medium,Yes,10.0,No,1.5,C,49.9
S0451,Female,20,BBA,2,68.9,5.2,,71.4,Yes,2,6.2,High,Yes,3.4,No,12.0,D,42.6
S0452,Female,20,BBA,3,60.3,2.3,5.19,61.3,Yes,2,6.9,Medium,No,7.0,No,1.7,D,41.0
S0453,Male,22,Computer Science,1,76.0,5.4,7.2,48.2,No,1,5.7,Low,No,4.9,No,13.2,D,36.2
S0454,Female,20,Electrical,1,77.5,4.7,8.2,73.9,Yes,2,6.8,Medium,Yes,5.7,No,1.3,C,54.0
S0455,Male,17,Mechanical,2,85.1,5.1,9.55,86.0,Yes,0,8.3,Low,Yes,8.2,Yes,19.5,C,56.4
S0456,Female,23,Civil,4,72.0,1.0,5.18,56.6,No,0,6.8,Low,No,1.8,Yes,7.3,D,36.0
S0457,Male,21,Electronics,3,83.7,6.0,8.13,78.3,Yes,2,6.2,Medium,Yes,4.1,No,2.0,C,55.5
S0458,Male,21,MBA,3,86.7,4.0,7.72,86.9,Yes,0,5.4,Medium,Yes,4.8,Yes,13.3,C,45.9
S0459,Male,19,Electronics,1,82.5,3.8,8.03,68.7,No,1,6.6,Low,Yes,7.7,Yes,7.7,D,35.1
S0460,Male,21,Electrical,3,71.4,0.7,4.0,32.0,No,1,6.2,Low,No,8.4,No,3.1,D,33.8
S0461,Male,19,MBA,3,93.5,,8.61,88.8,Yes,5,7.2,High,Yes,9.6,No,1.2,B,64.8
S0462,Female,21,Civil,3,72.8,6.5,8.86,64.7,No,0,4.3,Low,No,1.9,No,6.4,F,28.0
S0463,Female,18,Computer Science,4,71.9,4.0,6.79,67.8,Yes,0,6.3,Medium,Yes,3.1,Yes,1.9,F,26.6
S0464,Female,21,Electronics,2,,,7.78,90.3,Yes,2,7.0,Medium,Yes,5.5,No,2.0,C,52.7
S0465,Other,25,Electrical,4,64.3,2.7,4.65,51.2,No,2,6.7,Low,No,5.7,No,4.1,F,21.4
S0466,Male,17,Civil,4,75.7,5.5,9.42,74.7,No,1,6.1,Low,No,1.7,Yes,11.0,C,46.1
S0467,Male,24,BBA,1,95.9,7.0,9.33,100.0,Yes,0,6.1,Medium,No,7.8,No,8.5,B,65.4
S0468,Female,20,BBA,2,60.3,2.6,5.04,56.3,Yes,5,5.2,Medium,Yes,2.2,No,1.7,F,24.8
S0469,Male,22,Civil,4,71.7,6.6,7.26,71.4,No,3,7.0,Medium,Yes,9.2,No,35.6,B,65.6
S0470,Other,21,Civil,1,90.5,2.3,7.35,73.2,Yes,1,7.0,Medium,Yes,8.1,Yes,22.8,D,44.6
S0471,Male,20,Civil,2,70.4,3.4,,68.7,Yes,2,4.8,High,Yes,3.0,Yes,4.0,D,34.2
S0472,Other,21,MBA,4,93.3,4.7,7.09,73.4,Yes,2,7.4,Medium,Yes,9.6,No,2.3,B,70.2
S0473,Male,22,Civil,2,68.8,4.9,6.42,65.9,Yes,0,5.7,Medium,Yes,5.2,No,29.5,C,56.4
S0474,Female,20,Electronics,1,73.0,5.4,6.9,70.1,No,4,6.0,Medium,Yes,4.7,No,7.2,D,39.9
S0475,Female,19,Electrical,3,85.1,5.7,9.24,66.5,No,0,8.7,Medium,No,6.5,No,4.7,B,61.4
S0476,Other,21,MBA,1,79.6,4.6,7.4,61.0,Yes,0,8.4,Medium,Yes,6.7,No,7.7,D,31.9
S0477,Male,22,Civil,2,83.3,5.4,7.62,67.4,Yes,2,4.8,Medium,Yes,5.4,No,15.8,A,80.7
S0478,Female,21,Mechanical,1,76.9,4.4,6.37,63.8,Yes,0,5.0,Medium,Yes,,No,2.8,C,55.1
S0479,Other,21,Mechanical,3,77.4,4.4,7.63,85.7,Yes,0,5.2,Low,Yes,3.4,Yes,15.6,C,53.8
S0480,Female,20,Electrical,2,65.5,4.4,6.51,65.1,Yes,1,8.4,Medium,Yes,6.1,No,14.8,C,47.3
S0481,Female,22,BBA,3,,1.6,4.71,48.5,No,0,5.8,Low,Yes,4.8,No,8.8,F,28.0
S0482,Female,18,Computer Science,3,81.8,7.2,7.91,84.6,Yes,2,4.7,Low,Yes,8.8,No,21.1,C,50.0
S0483,Male,20,Computer Science,2,87.9,6.2,7.68,55.8,No,2,8.0,Low,Yes,6.3,No,2.4,B,69.2
S0484,Female,17,BBA,3,67.9,4.6,5.72,66.7,Yes,1,7.2,Medium,Yes,6.2,No,10.1,C,55.9
S0485,Female,19,MBA,1,69.3,3.6,4.95,69.1,Yes,2,9.2,Medium,Yes,10.0,No,7.0,D,34.7
S0486,Female,19,MBA,3,68.7,2.0,6.09,,Yes,1,7.2,Low,Yes,5.9,Yes,6.5,F,29.8
S0487,Male,19,MBA,1,73.9,11.3,6.91,55.4,No,1,6.5,Medium,Yes,4.2,No,3.9,C,48.8
S0488,Male,21,Computer Science,4,72.3,4.9,6.3,70.5,Yes,1,6.8,Medium,Yes,3.8,No,5.7,D,38.1
S0489,Female,19,Mechanical,1,77.9,5.5,7.83,69.8,Yes,3,6.0,Low,Yes,3.2,No,2.1,C,48.7
S0490,Female,20,Computer Science,2,74.3,7.2,7.48,82.3,Yes,2,8.1,Medium,Yes,8.3,No,3.9,C,58.7
S0491,Male,19,Electronics,3,73.2,3.7,6.92,75.8,No,2,8.1,Medium,No,4.1,No,4.2,C,53.7
S0492,Female,19,Civil,2,73.5,,6.22,59.3,Yes,0,4.6,Medium,Yes,8.2,No,13.8,D,33.1
S0493,Male,19,MBA,1,87.1,8.5,8.5,92.8,No,1,7.6,Medium,No,7.1,No,1.5,B,60.8
S0494,Male,18,Mechanical,2,75.5,5.0,8.06,63.3,No,1,5.2,Medium,No,4.2,Yes,11.5,C,50.3
S0495,Male,20,Electrical,3,63.9,4.6,7.48,74.2,Yes,2,9.4,Low,Yes,6.1,Yes,3.5,F,27.6
S0496,Male,21,Electrical,3,84.4,3.0,7.97,66.4,Yes,2,8.3,Low,Yes,7.3,Yes,1.9,C,55.6
S0497,Female,20,Civil,2,76.4,6.4,8.19,75.6,Yes,3,5.1,Low,Yes,5.0,No,4.6,D,37.8
S0498,Male,20,Mechanical,2,77.9,3.2,7.27,65.3,Yes,0,6.8,High,Yes,5.5,No,3.5,D,39.4
S0499,Other,19,Computer Science,2,90.6,3.6,7.86,79.5,Yes,2,7.7,Low,Yes,8.4,Yes,9.0,C,50.4
S0500,Other,22,Computer Science,3,71.6,2.8,7.35,66.6,Yes,1,5.8,Low,Yes,5.6,Yes,5.4,D,31.6
S0501,Female,20,Electronics,3,75.3,4.8,7.6,71.5,Yes,2,4.9,High,Yes,3.6,No,34.8,C,55.7
S0502,Female,20,Electronics,2,57.3,0.9,5.45,57.0,Yes,0,6.6,High,Yes,3.7,Yes,34.1,F,20.4
S0503,Male,17,Computer Science,1,72.3,5.7,7.29,77.4,Yes,3,6.3,Medium,Yes,2.6,No,6.9,D,41.0
S0504,Female,19,Electrical,1,76.9,5.5,7.3,73.9,Yes,1,5.4,Low,No,6.1,Yes,16.9,C,49.9
S0505,Female,19,MBA,1,94.4,7.7,9.26,85.0,Yes,4,8.0,Low,Yes,8.6,No,1.1,B,70.7
S0506,Male,19,Electrical,1,77.4,5.7,7.25,63.4,No,2,5.0,Medium,No,4.1,No,8.9,C,47.1
S0507,Female,20,Electronics,2,88.4,5.6,8.08,58.4,No,2,6.4,Low,No,9.9,No,14.6,C,58.9
S0508,Female,20,Civil,3,67.8,3.6,5.38,61.4,No,1,6.7,Low,No,10.0,No,3.4,D,37.6
S0509,Female,20,Computer Science,1,61.3,3.1,5.85,57.8,Yes,1,6.9,Medium,Yes,5.8,No,1.6,F,19.3
S0510,Female,21,Electronics,4,,2.4,8.53,79.7,Yes,0,7.9,High,Yes,5.1,Yes,2.7,C,58.6
S0511,Female,22,Electronics,1,83.3,3.9,7.67,71.9,Yes,5,6.2,Low,Yes,6.3,No,6.8,B,66.6
S0512,Male,21,MBA,3,65.7,3.0,6.45,60.0,Yes,3,3.4,Medium,Yes,,No,8.1,D,37.9
S0513,Female,24,Computer Science,3,85.9,6.5,,77.0,No,2,6.0,Medium,Yes,7.5,No,5.8,C,51.9
S0514,Female,17,MBA,2,76.3,3.9,6.44,60.3,Yes,1,7.4,Low,Yes,6.8,Yes,6.8,D,37.0
S0515,Male,18,Computer Science,1,81.7,3.8,7.19,52.7,No,4,6.3,Medium,Yes,6.2,No,7.4,C,50.3
S0516,Male,17,MBA,3,79.0,3.5,7.07,70.5,Yes,1,6.3,Low,Yes,8.2,Yes,15.7,C,45.9
S0517,Male,20,Electrical,2,89.2,7.4,7.3,74.0,No,4,7.1,Low,Yes,6.2,No,2.1,C,54.2
S0518,Female,22,Civil,4,77.3,4.2,9.27,84.4,Yes,1,7.3,Medium,Yes,5.5,Yes,15.7,D,35.3
S0519,Other,19,Civil,2,87.7,4.4,9.63,90.1,Yes,1,4.4,Low,No,6.5,Yes,12.7,B,66.7
S0520,Male,23,Computer Science,4,75.0,5.0,7.47,73.9,Yes,0,6.5,High,Yes,5.0,No,14.5,D,36.6
S0521,Female,18,Mechanical,1,85.3,6.7,9.62,78.2,No,2,6.3,Low,No,7.9,Yes,14.3,C,59.6
S0522,Male,23,BBA,3,68.8,5.1,7.5,62.9,No,1,6.6,Medium,Yes,7.6,No,7.4,C,59.6
S0523,Other,19,Electronics,3,80.1,6.9,7.1,70.9,No,2,4.1,Medium,No,5.1,No,3.4,D,39.7
S0524,Female,18,Electronics,3,79.1,2.2,6.04,59.6,Yes,1,8.1,Low,Yes,3.2,Yes,8.7,D,43.1
S0525,Female,20,Computer Science,1,61.1,4.2,6.82,68.8,Yes,0,6.5,Low,Yes,3.2,No,32.7,F,24.6
S0526,Male,19,MBA,3,79.9,3.4,7.0,74.4,Yes,1,7.0,Medium,Yes,6.4,No,9.9,C,48.4
S0527,Male,19,Mechanical,2,80.7,5.3,6.79,64.3,No,3,8.6,High,Yes,8.0,No,1.1,C,52.4
S0528,Male,19,Electrical,3,77.2,4.4,6.34,60.6,Yes,2,7.0,High,Yes,9.3,No,1.6,C,50.0
S0529,Male,22,MBA,2,69.0,10.5,7.94,68.1,Yes,1,4.7,Medium,Yes,5.4,No,50.0,C,50.5
S0530,Female,20,MBA,4,,4.1,5.96,49.4,No,2,6.4,Medium,No,4.2,No,1.7,C,46.0
S0531,Female,19,Computer Science,1,74.9,2.1,4.99,54.0,Yes,2,7.3,Medium,Yes,,Yes,1.5,D,39.1
S0532,Other,20,Computer Science,3,69.2,0.7,5.33,49.8,No,5,6.6,Medium,Yes,5.0,Yes,5.4,C,46.9
S0533,Other,21,Electronics,4,63.7,,4.14,41.9,No,2,8.5,Medium,Yes,8.8,Yes,35.8,F,23.3
S0534,Female,19,Computer Science,3,78.6,4.4,5.1,63.6,Yes,0,5.5,Medium,Yes,8.0,No,4.8,B,60.4
S0535,Female,20,Computer Science,2,66.1,3.3,5.08,59.9,Yes,1,8.0,High,Yes,5.5,No,6.3,F,27.5
S0536,Female,18,Computer Science,2,81.7,2.1,5.15,58.5,No,3,7.5,Medium,Yes,8.1,No,11.1,D,30.5
S0537,Female,18,Electronics,4,84.9,4.9,6.91,73.3,Yes,1,6.6,High,Yes,4.3,No,1.2,C,46.7
S0538,Male,21,Electrical,1,71.4,3.1,5.75,48.0,Yes,1,6.9,Medium,Yes,4.3,No,23.8,D,37.8
S0539,Male,18,Electrical,2,,2.7,5.77,46.6,No,4,5.3,Low,No,7.7,No,8.3,D,39.2
S0540,Male,20,BBA,3,52.9,2.1,4.37,63.4,Yes,0,6.1,Low,Yes,4.6,Yes,7.3,D,39.3
S0541,Female,21,BBA,3,74.4,4.9,7.3,58.2,Yes,0,7.2,Medium,Yes,8.5,No,20.7,C,49.6
S0542,Female,18,Computer Science,1,85.7,4.2,7.52,73.8,No,3,6.3,Medium,Yes,6.0,Yes,31.6,B,61.8
S0543,Male,20,BBA,3,81.1,4.4,7.28,70.7,Yes,1,6.6,High,Yes,5.7,No,6.5,C,52.5
S0544,Female,19,Electronics,3,81.8,3.5,7.26,55.8,No,0,7.7,Low,No,7.1,Yes,2.9,C,54.1
S0545,Female,24,Electrical,1,72.2,4.2,7.12,75.2,Yes,1,4.2,High,Yes,6.2,No,17.9,D,43.9
S0546,Male,20,MBA,4,,4.3,4.54,56.4,Yes,0,6.9,High,Yes,3.7,No,6.2,D,32.3
S0547,Male,22,Electrical,1,67.1,4.1,7.14,67.8,Yes,0,8.6,Low,Yes,8.2,No,28.4,C,52.0
S0548,Female,20,Electrical,2,71.4,4.9,7.42,70.3,Yes,2,6.0,High,Yes,4.5,No,30.9,C,46.8
S0549,Female,17,Electronics,1,86.9,4.1,8.62,58.8,Yes,2,5.0,High,Yes,3.1,Yes,2.2,C,55.0
S0550,Female,20,BBA,1,72.9,8.5,8.01,77.6,Yes,0,6.0,Medium,Yes,7.3,No,32.4,C,54.9
S0551,Female,24,MBA,4,82.7,4.8,8.91,82.4,Yes,1,4.7,Medium,Yes,4.7,No,5.6,B,63.1
S0552,Female,20,Electronics,2,64.8,3.3,5.2,57.9,Yes,5,6.8,High,Yes,,No,11.4,D,37.3
S0553,Female,22,Computer Science,2,69.7,1.8,4.84,54.5,No,1,6.4,Medium,No,7.8,No,1.4,F,24.3
S0554,Female,22,Civil,1,63.8,1.8,4.61,49.9,Yes,2,6.9,Low,Yes,4.1,Yes,23.0,F,29.0
S0555,Female,19,Electrical,3,84.7,7.4,7.55,62.6,No,1,6.3,High,Yes,7.7,No,11.3,B,71.5
S0556,Male,19,Civil,3,78.1,3.2,5.93,60.2,Yes,2,6.7,Medium,Yes,5.1,No,11.3,C,46.4
S0557,Male,20,Electronics,2,79.0,5.3,7.77,73.6,Yes,0,7.0,Medium,Yes,7.2,No,24.2,C,58.2
S0558,Male,20,Electronics,2,77.4,2.8,6.28,65.5,Yes,2,5.1,Low,Yes,5.9,Yes,8.1,D,42.1
S0559,Female,22,Electronics,4,92.3,6.0,8.19,76.8,Yes,2,6.9,Medium,Yes,8.7,Yes,6.3,B,64.8
S0560,Female,23,Civil,2,74.1,5.8,6.83,49.4,No,2,8.2,Low,No,9.0,No,21.1,D,41.8
S0561,Female,19,Electronics,2,78.2,3.5,6.46,60.3,No,1,5.3,High,Yes,5.7,No,14.6,D,43.9
S0562,Male,19,Computer Science,1,77.1,,7.52,72.1,Yes,2,6.9,Low,Yes,6.0,No,30.8,C,50.3
S0563,Male,21,Electronics,3,67.9,4.4,6.85,66.8,Yes,0,8.1,Low,No,4.5,No,29.2,F,24.0
S0564,Male,19,Mechanical,2,82.6,6.8,6.68,63.3,No,3,5.1,Medium,Yes,7.6,No,5.8,D,44.6
S0565,Male,22,BBA,2,70.1,4.6,5.84,48.7,No,2,7.5,Low,No,8.1,Yes,6.9,D,31.1
S0566,Female,20,Civil,1,74.4,6.9,6.68,63.9,Yes,1,6.2,Medium,Yes,,No,4.0,B,60.5
S0567,Male,21,Mechanical,4,76.3,3.2,6.17,56.2,Yes,4,7.7,High,Yes,8.6,No,11.8,D,38.5
S0568,Male,18,Electronics,1,73.0,2.3,6.46,56.1,No,2,5.5,High,Yes,1.4,Yes,5.5,D,36.4
S0569,Female,20,Computer Science,3,63.8,5.2,6.27,58.1,No,3,6.5,Low,No,3.9,No,16.4,C,51.2
S0570,Male,20,Electrical,2,82.2,,9.38,70.6,No,1,4.7,Low,No,8.2,Yes,2.3,C,52.2
S0571,Female,20,MBA,1,75.9,,6.45,69.7,Yes,3,7.0,High,Yes,6.8,No,2.2,C,51.2
S0572,Female,18,BBA,3,90.3,4.5,8.15,68.5,Yes,1,7.0,High,Yes,8.7,No,3.3,C,47.2
S0573,Male,21,MBA,2,66.1,2.7,4.97,65.4,Yes,2,7.1,Medium,Yes,5.2,Yes,1.9,D,33.4
S0574,Female,22,Electronics,4,81.4,4.5,6.17,72.3,Yes,1,7.1,Medium,Yes,6.5,No,10.7,D,39.6
S0575,Female,19,BBA,4,88.2,4.6,8.3,80.5,No,1,6.4,Low,No,8.3,Yes,2.6,D,42.0
S0576,Female,18,BBA,4,64.2,3.9,5.57,60.5,Yes,1,4.7,High,Yes,5.5,No,2.7,D,36.3
S0577,Male,17,Computer Science,1,74.3,1.2,6.15,52.2,No,2,7.7,Medium,Yes,7.4,Yes,1.1,D,36.2
S0578,Female,20,BBA,3,81.6,3.3,7.57,71.1,Yes,2,6.5,Low,Yes,5.2,Yes,16.2,D,39.4
S0579,Female,20,Civil,2,73.9,5.6,8.77,81.2,Yes,2,7.0,Low,Yes,,Yes,17.7,D,39.6
S0580,Male,20,Mechanical,4,72.8,5.9,5.75,68.8,Yes,1,6.3,High,Yes,6.2,No,2.8,D,42.1
S0581,Male,19,Mechanical,3,58.7,2.0,5.53,70.1,Yes,1,8.9,Low,Yes,2.9,Yes,14.5,F,21.7
S0582,Other,19,Mechanical,4,73.6,4.8,6.85,73.8,Yes,1,5.8,Low,Yes,6.7,No,6.7,C,53.2
S0583,Female,20,Civil,2,90.7,5.8,10.0,,Yes,2,5.8,Medium,Yes,4.8,No,3.7,B,60.7
S0584,Male,20,MBA,2,78.2,3.5,5.34,59.2,Yes,0,4.6,Low,No,,No,10.7,C,57.1
S0585,Female,25,Computer Science,1,75.3,6.5,7.93,91.4,Yes,2,6.6,Low,Yes,4.4,No,3.0,C,47.7
S0586,Male,18,BBA,3,82.3,10.2,6.82,60.7,Yes,1,8.7,High,Yes,6.5,No,15.1,C,58.0
S0587,Male,21,Civil,2,81.3,3.6,5.83,59.4,Yes,1,6.7,High,Yes,10.0,No,1.5,C,51.0
S0588,Male,20,Mechanical,2,79.5,4.3,6.38,72.8,Yes,0,6.8,High,Yes,7.1,No,33.0,D,35.5
S0589,Male,20,Electronics,3,67.5,1.7,5.81,53.9,Yes,2,7.7,High,Yes,5.5,No,1.7,F,12.8
S0590,Male,21,Electrical,3,79.6,3.0,7.18,70.1,Yes,1,6.7,Medium,No,5.3,Yes,9.7,C,47.5
S0591,Male,21,BBA,1,92.0,5.3,7.43,62.2,No,1,7.9,High,No,5.1,No,24.2,B,71.3
S0592,Female,25,Civil,3,72.2,3.4,,43.6,No,1,8.1,Medium,Yes,7.8,No,1.1,D,40.1
S0593,Male,18,Civil,2,75.7,3.3,7.92,73.3,Yes,2,5.8,Medium,No,3.6,Yes,7.9,C,57.4
S0594,Male,18,Computer Science,2,76.7,,6.02,71.9,Yes,2,4.8,High,Yes,8.4,Yes,5.3,C,54.7
S0595,Female,21,Computer Science,1,74.3,10.9,6.3,47.1,No,1,7.3,Low,No,7.3,Yes,9.7,C,48.7
S0596,Male,20,Civil,1,76.4,3.8,5.3,64.1,Yes,1,6.9,Medium,Yes,6.7,No,3.6,C,49.9
S0597,Female,19,Mechanical,1,83.6,6.2,7.91,74.8,No,3,5.2,Medium,Yes,7.5,No,1.7,B,61.2
S0598,Male,18,Electrical,3,63.7,3.2,5.27,56.5,Yes,1,5.7,Low,Yes,7.7,No,10.8,F,15.2
S0599,Male,18,BBA,1,67.1,4.9,4.88,46.3,No,2,5.7,Low,No,4.6,No,6.4,D,40.4
S0600,Male,22,Computer Science,2,69.6,1.9,6.1,62.0,No,2,6.7,High,Yes,5.2,Yes,10.7,D,33.5
S0601,Male,18,BBA,4,66.8,4.7,6.02,59.2,Yes,1,7.7,High,Yes,6.5,No,3.4,C,46.8
S0602,Male,19,Mechanical,1,92.1,3.4,7.03,78.0,Yes,1,7.8,Medium,Yes,10.0,No,5.1,C,55.8
S0603,Male,19,BBA,2,69.3,4.4,7.1,68.1,Yes,1,7.4,Low,Yes,3.2,No,9.2,F,26.1
S0604,Male,19,Electronics,3,76.2,5.0,6.66,69.7,Yes,1,6.1,Low,Yes,4.8,No,10.0,C,51.1
S0605,Male,18,Computer Science,4,55.1,3.0,5.33,68.8,Yes,3,9.2,High,Yes,7.2,No,5.7,F,17.0
S0606,Male,20,Mechanical,3,78.7,3.6,6.63,68.3,No,1,6.5,Medium,No,6.0,No,4.3,C,50.0
S0607,Male,18,Mechanical,3,62.6,0.2,4.42,61.1,Yes,2,6.0,Low,Yes,5.2,Yes,4.2,F,22.8
S0608,Male,22,Electrical,3,69.3,2.5,6.43,66.2,Yes,0,4.9,Medium,Yes,4.9,Yes,2.9,F,23.4
S0609,Female,19,Electrical,2,77.1,5.5,7.24,60.3,No,1,6.1,Low,Yes,5.5,No,4.9,D,36.1
S0610,Female,20,Electronics,3,71.5,3.3,5.64,67.0,Yes,2,7.0,Medium,Yes,6.9,Yes,3.2,D,34.6
S0611,Male,22,Mechanical,1,82.9,4.9,8.05,75.3,Yes,0,4.6,High,Yes,6.6,No,11.0,C,47.0
S0612,Female,21,MBA,4,78.1,4.7,6.67,52.7,Yes,3,5.4,Medium,Yes,8.2,Yes,9.4,D,43.5
S0613,Female,20,Mechanical,2,80.2,6.4,8.35,82.2,Yes,3,5.9,Medium,Yes,9.0,No,5.8,C,50.2
S0614,Male,19,Electrical,2,81.0,3.1,7.03,86.2,Yes,0,5.6,Medium,Yes,6.3,No,4.9,D,32.0
S0615,Female,19,MBA,1,60.2,4.2,6.05,67.0,No,4,5.5,Medium,Yes,4.9,No,3.7,D,35.5
S0616,Female,21,Computer Science,3,76.5,4.4,8.11,74.5,Yes,1,7.8,Medium,Yes,5.7,Yes,8.7,C,57.2
S0617,Male,25,Computer Science,1,73.2,5.5,8.36,81.6,Yes,1,4.5,Low,Yes,2.6,Yes,26.1,C,45.9
S0618,Male,21,BBA,4,73.2,,6.4,60.5,Yes,2,6.7,Medium,Yes,7.5,No,12.6,D,44.6
S0619,Female,20,Civil,3,84.8,3.5,8.24,65.3,No,1,7.1,Low,No,6.4,Yes,14.6,D,37.0
S0620,Female,21,Electrical,1,78.1,5.9,7.1,68.1,Yes,1,5.9,High,Yes,5.8,Yes,19.0,C,55.8
S0621,Male,20,Civil,3,78.8,2.4,6.43,50.4,No,3,6.2,Medium,Yes,6.4,No,5.3,C,45.9
S0622,Male,18,MBA,3,79.2,4.6,6.62,76.7,Yes,0,6.5,High,Yes,4.5,No,1.6,B,61.6
S0623,Male,20,Electrical,3,73.9,3.8,8.11,66.0,No,3,7.3,Low,No,5.0,Yes,10.7,D,42.9
S0624,Female,24,Electronics,2,68.4,2.2,6.2,59.7,No,1,8.3,Medium,Yes,5.7,Yes,3.1,D,39.8
S0625,Female,18,Mechanical,1,84.1,4.1,,85.2,Yes,0,5.0,Medium,Yes,6.7,No,9.4,D,39.1
S0626,Male,21,Electronics,1,69.8,3.3,4.18,,No,0,5.4,Medium,No,5.7,No,14.5,F,26.4
S0627,Male,19,MBA,2,72.7,5.1,8.07,68.2,Yes,2,5.5,Low,Yes,2.6,No,16.3,D,35.7
S0628,Female,20,Electrical,4,71.2,3.5,4.63,61.7,Yes,2,6.5,Medium,No,4.0,No,4.6,D,36.3
S0629,Male,18,MBA,1,74.4,5.9,6.62,66.5,Yes,1,6.0,Medium,Yes,5.3,No,8.2,C,46.8
S0630,Male,20,Mechanical,3,61.2,2.0,4.66,47.9,No,3,7.3,Low,No,6.4,Yes,10.7,D,34.9
S0631,Female,21,Computer Science,2,62.4,3.0,5.34,44.8,No,0,5.7,Low,No,6.7,No,18.1,C,50.4
S0632,Female,19,Computer Science,2,82.9,5.2,6.95,,Yes,2,5.4,Medium,Yes,5.9,No,15.3,C,52.0
S0633,Female,21,MBA,3,64.4,4.5,7.04,66.6,Yes,3,5.6,Medium,Yes,5.1,No,45.2,C,46.5
S0634,Female,21,Civil,4,78.6,5.7,8.14,82.3,Yes,2,6.6,Low,Yes,5.1,No,1.1,D,39.8
S0635,Male,23,Electrical,2,80.9,3.7,6.6,66.3,Yes,1,7.7,Low,Yes,6.9,Yes,6.8,D,44.4
S0636,Male,19,Electrical,2,75.4,4.9,8.61,87.4,Yes,1,6.4,Low,Yes,6.6,No,4.0,C,53.4
S0637,Female,19,Computer Science,2,73.0,5.5,7.62,69.5,Yes,3,5.8,Medium,Yes,5.2,No,2.3,C,49.3
S0638,Male,18,BBA,1,72.9,5.2,7.52,76.0,Yes,1,5.3,Medium,Yes,3.9,No,25.2,B,60.0
S0639,Male,25,Electronics,1,65.0,3.3,6.05,61.4,Yes,2,8.3,High,Yes,7.1,No,50.0,D,30.0
S0640,Male,23,BBA,2,71.0,4.5,7.44,63.3,Yes,1,4.4,High,Yes,4.6,No,3.0,C,48.1
S0641,Male,20,Mechanical,2,79.1,4.7,7.26,64.8,No,1,6.3,Medium,Yes,,No,1.4,F,26.3
S0642,Male,22,Electronics,3,84.3,4.5,6.39,58.5,Yes,2,7.4,Low,Yes,10.0,No,4.2,C,56.5
S0643,Male,20,Electronics,2,72.5,5.0,7.73,64.6,No,2,6.3,Low,No,3.4,No,19.0,D,43.4
S0644,Male,20,MBA,2,78.1,5.1,7.21,53.5,No,0,5.8,Low,No,7.1,Yes,4.5,C,47.1
S0645,Male,18,Computer Science,2,83.1,3.5,,65.4,Yes,1,7.1,High,Yes,8.1,No,1.6,C,50.2
S0646,Female,21,BBA,3,92.9,6.2,7.83,77.2,Yes,1,5.2,Medium,Yes,7.8,No,1.5,C,56.7
