Student_ID,Gender,Age,Department,Year_of_Study,Attendance_Percentage,Study_Hours_Per_Day,Previous_CGPA,Assignment_Completion_Rate,Online_Resources_Used,Extracurricular_Activities,Sleep_Hours,Family_Income_Category,Internet_Access,Mental_Health_Score,Part_Time_Job,Distance_From_College_KM,Final_Grade,Performance_Score,Predicted_Score,Risk_Category,Attendance_Group,Study_Group
S0293,Female,20,Electrical,3,70.5,4.8,5.69,66.8,Yes,0,7.3,High,Yes,7.7,No,6.7,C,47.3,44.550000000000054,At-Risk,"(60, 75]","(4, 6]"
S0294,Male,21,Civil,2,76.0,7.0,8.58,72.5,Yes,1,6.7,Medium,Yes,6.6,No,18.0,B,64.3,61.25100000000008,Average,"(75, 90]","(6, 10]"
S0295,Male,22,BBA,2,59.9,0.9,4.32,46.1,No,4,6.1,Medium,No,4.0,No,3.2,F,19.8,27.711999999999993,At-Risk,"(0, 60]","(0, 2]"
S0296,Female,19,BBA,2,81.1,3.7,7.73,64.5,No,1,6.7,Medium,Yes,6.4,Yes,3.3,D,44.1,44.73299999999999,At-Risk,"(75, 90]","(2, 4]"
S0297,Female,18,MBA,4,76.9,4.2,5.49,47.8,No,1,7.7,Medium,No,7.5,No,11.4,D,40.6,41.754999999999974,At-Risk,"(75, 90]","(4, 6]"
S0298,Male,18,Computer Science,1,85.4,2.6,5.87,47.7,Yes,2,9.7,Low,Yes,8.4,Yes,19.7,D,30.9,36.38500000000003,At-Risk,"(75, 90]","(2, 4]"
S0299,Female,20,Civil,2,87.0,6.6,8.62,68.7,No,0,5.9,Low,Yes,5.0,No,7.4,C,59.3,59.644999999999975,At-Risk,"(75, 90]","(6, 10]"
S0300,Male,21,Civil,4,66.6,3.5,6.67,56.7,Yes,0,6.8,Low,Yes,7.0,No,14.0,F,22.0,35.23900000000001,At-Risk,"(60, 75]","(2, 4]"
S0301,Male,17,Computer Science,4,76.1,2.5,6.69,62.6,No,0,6.1,Medium,Yes,5.8,Yes,29.4,D,44.0,43.37299999999999,At-Risk,"(75, 90]","(2, 4]"
S0302,Female,23,BBA,2,70.6,3.3,5.32,63.2,Yes,0,6.9,Low,Yes,7.7,Yes,29.4,D,30.9,30.984000000000048,At-Risk,"(60, 75]","(2, 4]"
S0303,Female,18,BBA,3,81.4,0.399999999999999,7.4,84.8,Yes,3,7.7,High,Yes,7.1,No,14.6,D,35.3,36.26000000000003,At-Risk,"(75, 90]","(0, 2]"
S0304,Female,20,BBA,3,81.4,5.5,7.53,58.0,No,0,6.3,Low,Yes,4.8,No,14.5,D,37.5,42.10699999999999,At-Risk,"(75, 90]","(4, 6]"
S0305,Female,21,Electrical,4,89.2,2.2,7.15,68.7,Yes,5,4.0,Low,Yes,4.1,Yes,3.8,C,45.5,46.711999999999996,At-Risk,"(75, 90]","(2, 4]"
S0306,Other,22,Civil,2,78.8,5.8,8.0,74.5,Yes,1,7.7,Medium,Yes,5.3,No,18.9,C,54.0,51.80900000000001,At-Risk,"(75, 90]","(4, 6]"
S0307,Female,21,Mechanical,1,69.6,4.5,6.99,66.0,Yes,0,6.7,Medium,Yes,4.9,No,6.2,D,37.9,39.65700000000004,At-Risk,"(60, 75]","(4, 6]"
S0308,Male,22,Computer Science,1,77.5,5.2,8.51,72.1,No,0,6.1,Low,No,1.0,Yes,29.4,B,62.1,58.78900000000003,At-Risk,"(75, 90]","(4, 6]"
S0309,Female,19,BBA,1,100.0,3.0,8.12,76.9,No,2,5.8,Low,Yes,7.5,Yes,1.8,C,55.6,54.445000000000036,At-Risk,"(90, 100]","(2, 4]"
S0310,Male,22,MBA,3,84.1,4.1,7.7,51.1,No,3,6.9,High,Yes,9.3,No,6.7,C,53.3,50.39199999999999,At-Risk,"(75, 90]","(4, 6]"
S0311,Male,18,BBA,1,69.3,4.0,5.69,69.5,Yes,2,5.7,Low,Yes,4.7,Yes,9.1,D,40.8,39.36799999999999,At-Risk,"(60, 75]","(2, 4]"
S0312,Male,22,BBA,3,72.8,2.9,6.12,63.6,Yes,2,5.8,Low,Yes,6.6,No,6.2,D,30.4,33.24700000000004,At-Risk,"(60, 75]","(2, 4]"
S0313,Male,20,Electronics,2,82.1,3.5,8.24,71.7,No,1,5.0,High,Yes,6.1,No,3.4,D,38.5,48.44099999999997,At-Risk,"(75, 90]","(2, 4]"
S0314,Other,22,Electrical,1,60.0,3.1,4.87,36.4,No,1,5.7,Low,Yes,3.4,No,10.0,F,29.0,28.36300000000001,At-Risk,"(0, 60]","(2, 4]"
S0315,Female,20,Computer Science,4,74.0,1.2,5.77,65.1,Yes,4,7.3,Medium,Yes,8.3,Yes,15.1,D,43.9,35.416,At-Risk,"(60, 75]","(0, 2]"
S0316,Female,20,Electronics,2,83.7,4.8,8.88,62.1,No,2,4.8,Medium,Yes,7.1,Yes,11.4,D,35.1,40.66199999999995,At-Risk,"(75, 90]","(4, 6]"
S0317,Male,20,Electronics,1,75.3,4.4,6.55,55.2,No,5,7.9,Low,No,5.4,No,3.7,D,33.4,38.15500000000002,At-Risk,"(75, 90]","(4, 6]"
S0318,Male,21,MBA,3,89.4,6.4,10.0,99.4,Yes,1,5.1,Low,Yes,6.4,No,14.2,C,55.0,56.446,At-Risk,"(75, 90]","(6, 10]"
S0319,Male,18,Civil,1,73.5,3.9,6.32,61.3,No,1,6.7,Low,No,5.3,No,4.0,F,23.6,40.55200000000001,At-Risk,"(60, 75]","(2, 4]"
S0320,Male,18,MBA,3,69.7,4.9,6.89,61.3,Yes,1,7.1,Low,Yes,9.4,No,2.9,F,25.8,33.42600000000004,At-Risk,"(60, 75]","(4, 6]"
S0321,Female,19,Civil,3,74.9,4.2,7.62,78.4,Yes,5,7.5,Low,Yes,6.4,Yes,12.7,C,54.6,50.047,At-Risk,"(60, 75]","(4, 6]"
S0322,Female,18,Civil,2,82.2,4.1,6.23,74.2,Yes,1,7.5,Medium,Yes,7.2,No,19.5,D,40.3,43.803000000000004,At-Risk,"(75, 90]","(4, 6]"
S0323,Female,22,Computer Science,3,86.5,3.9,6.84,66.5,Yes,2,6.4,Medium,Yes,9.1,No,7.6,D,43.6,46.347999999999985,At-Risk,"(75, 90]","(2, 4]"
S0324,Male,19,BBA,2,70.3,6.9,6.78,72.5,Yes,0,6.3,Medium,Yes,3.5,No,8.6,D,42.8,45.57,At-Risk,"(60, 75]","(6, 10]"
S0325,Female,24,Computer Science,2,91.3,7.9,10.0,66.8,Yes,1,7.2,High,Yes,7.7,No,4.6,B,69.5,68.107,Average,"(90, 100]","(6, 10]"
S0326,Female,19,Electrical,1,87.5,6.5,9.58,86.0,Yes,2,6.8,Medium,No,5.2,Yes,7.8,B,69.2,65.42999999999994,Average,"(75, 90]","(6, 10]"
S0327,Female,18,Civil,1,80.1,4.4,7.9,79.4,Yes,1,6.1,Low,No,3.9,Yes,2.4,F,29.8,39.063000000000045,At-Risk,"(75, 90]","(4, 6]"
S0328,Female,21,Electronics,4,71.7,4.8,4.92,63.7,Yes,0,6.9,High,Yes,9.5,No,29.4,D,32.2,39.288000000000004,At-Risk,"(60, 75]","(4, 6]"
S0329,Male,21,BBA,2,76.3,3.9,7.06,82.9,Yes,2,6.3,Low,Yes,5.6,Yes,17.1,D,42.3,44.30500000000006,At-Risk,"(75, 90]","(2, 4]"
S0330,Male,20,Mechanical,2,73.9,4.1,7.4,73.9,No,0,5.8,Low,No,6.2,Yes,12.0,C,47.7,46.40699999999995,At-Risk,"(60, 75]","(4, 6]"
S0331,Male,20,Electrical,2,88.2,5.8,7.59,75.0,No,1,6.0,Medium,No,7.3,No,8.7,A,82.9,73.30199999999992,Average,"(75, 90]","(4, 6]"
S0332,Female,21,Computer Science,3,74.2,3.3,9.72,66.8,Yes,1,7.1,Medium,Yes,5.9,Yes,16.7,C,55.1,41.71400000000001,At-Risk,"(60, 75]","(2, 4]"
S0333,Male,19,MBA,1,72.5,4.1,5.89,46.2,No,0,5.4,Medium,Yes,8.0,No,7.8,D,34.8,39.805,At-Risk,"(60, 75]","(4, 6]"
S0334,Male,25,Electrical,2,75.5,2.7,6.17,68.4,Yes,0,7.8,Low,No,8.4,Yes,4.6,F,29.3,33.020000000000024,At-Risk,"(75, 90]","(2, 4]"
S0335,Male,24,Electrical,3,70.3,3.8,6.4,52.6,No,4,5.8,Medium,Yes,5.6,No,2.7,F,22.7,39.57600000000001,At-Risk,"(60, 75]","(2, 4]"
S0336,Male,21,BBA,1,85.5,4.3,8.96,84.9,Yes,2,3.8,Low,Yes,6.7,Yes,11.4,C,58.9,57.547999999999966,At-Risk,"(75, 90]","(4, 6]"
S0337,Female,18,Electrical,1,86.0,4.4,8.28,66.2,No,2,7.2,High,Yes,9.5,No,27.5,C,50.9,51.855999999999995,At-Risk,"(75, 90]","(4, 6]"
S0338,Female,21,Electrical,1,75.3,3.4,6.81,75.2,Yes,3,3.3000000000000007,Low,Yes,6.4,Yes,2.7,D,36.1,37.631999999999955,At-Risk,"(75, 90]","(2, 4]"
S0339,Male,18,Mechanical,2,76.3,5.0,7.34,51.6,No,0,5.3,High,Yes,4.3,No,3.0,C,53.4,50.220000000000006,At-Risk,"(75, 90]","(4, 6]"
S0340,Male,17,MBA,4,67.7,4.3,7.14,60.4,No,1,9.4,Medium,No,6.3,Yes,6.7,F,24.4,29.337000000000025,At-Risk,"(60, 75]","(4, 6]"
S0341,Female,19,MBA,1,78.5,3.6,6.41,57.6,No,1,7.8,High,Yes,8.2,No,17.4,D,42.6,43.91,At-Risk,"(75, 90]","(2, 4]"
S0342,Male,20,MBA,1,88.3,5.9,8.92,62.6,No,2,7.7,Medium,No,7.8,No,4.5,C,45.1,48.67300000000002,At-Risk,"(75, 90]","(4, 6]"
S0343,Male,22,Civil,2,79.7,5.9,6.46,69.0,No,1,5.2,Medium,Yes,3.7,Yes,3.9,C,54.9,52.306000000000004,At-Risk,"(75, 90]","(4, 6]"
S0344,Male,21,Electronics,3,72.0,3.2,6.06,63.9,No,1,6.3,Low,Yes,6.0,No,10.7,F,26.2,31.46999999999999,At-Risk,"(60, 75]","(2, 4]"
S0345,Male,21,MBA,3,78.4,3.6,6.24,51.8,No,1,8.0,Low,No,7.9,No,8.7,C,46.6,45.989000000000004,At-Risk,"(75, 90]","(2, 4]"
S0346,Female,20,Electrical,2,75.5,2.3,8.15,87.4,No,2,7.3,Low,No,3.8,Yes,1.6,F,29.4,36.51600000000005,At-Risk,"(75, 90]","(2, 4]"
S0347,Female,19,Electrical,3,83.4,5.4,6.43,64.3,Yes,1,7.9,High,Yes,7.3,No,1.9,B,67.9,61.310999999999986,Average,"(75, 90]","(4, 6]"
S0348,Male,19,MBA,3,74.3,4.2,5.88,47.0,No,2,8.6,High,Yes,8.6,No,11.3,C,48.7,46.39499999999992,At-Risk,"(60, 75]","(4, 6]"
S0349,Male,25,BBA,4,71.8,2.9,6.96,62.7,Yes,2,7.3,Medium,Yes,7.0,Yes,7.3,D,36.8,36.673000000000044,At-Risk,"(60, 75]","(2, 4]"
S0350,Female,17,MBA,3,70.0,2.4,7.01,71.4,Yes,0,5.0,Low,No,3.5,Yes,29.4,D,43.7,40.75899999999994,At-Risk,"(60, 75]","(2, 4]"
S0351,Female,22,Electrical,1,77.5,4.2,6.9,59.2,Yes,5,7.2,Medium,Yes,6.1,No,12.3,C,53.2,46.94300000000001,At-Risk,"(75, 90]","(4, 6]"
S0352,Female,20,Civil,1,87.1,5.1,8.4,75.9,Yes,1,6.2,Medium,No,8.5,No,1.1,B,60.3,52.66099999999997,At-Risk,"(75, 90]","(4, 6]"
S0353,Female,20,Computer Science,1,58.7,1.7,4.86,65.1,No,2,5.0,Medium,No,4.1,No,7.6,F,21.0,23.928,At-Risk,"(0, 60]","(0, 2]"
S0354,Male,21,Computer Science,2,87.4,5.9,7.26,61.2,Yes,0,7.6,Medium,Yes,9.4,No,6.4,C,56.8,55.37100000000004,At-Risk,"(75, 90]","(4, 6]"
S0355,Male,20,MBA,4,72.5,2.3,5.6,61.6,Yes,0,7.9,High,Yes,6.2,No,2.1,D,38.4,37.25300000000004,At-Risk,"(60, 75]","(2, 4]"
S0356,Female,22,Mechanical,2,87.9,4.6,8.81,88.1,Yes,3,6.4,Low,Yes,7.0,Yes,26.7,C,55.8,56.77800000000001,At-Risk,"(75, 90]","(4, 6]"
S0357,Male,23,MBA,1,87.1,5.5,8.27,83.7,Yes,1,6.9,Medium,Yes,6.8,No,17.3,B,64.7,61.49399999999992,Average,"(75, 90]","(4, 6]"
S0358,Female,20,BBA,3,69.9,5.6,7.35,94.4,Yes,2,4.0,Medium,Yes,5.2,No,3.6,D,35.8,45.98499999999997,At-Risk,"(60, 75]","(4, 6]"
S0359,Female,19,MBA,2,66.3,0.399999999999999,4.0,39.0,No,1,7.8,Low,No,3.3,Yes,4.0,F,13.7,20.614000000000015,At-Risk,"(60, 75]","(0, 2]"
S0360,Female,20,Computer Science,1,84.8,4.6,6.48,66.8,No,1,7.5,Low,No,8.0,No,1.3,C,50.0,49.306999999999995,At-Risk,"(75, 90]","(4, 6]"
S0361,Male,23,Electrical,2,69.6,4.4,7.31,69.0,Yes,3,6.8,Low,Yes,5.3,Yes,4.5,D,44.3,42.69900000000004,At-Risk,"(60, 75]","(4, 6]"
S0362,Female,19,MBA,2,72.3,5.6,7.54,63.0,No,1,5.0,High,Yes,6.5,No,9.8,D,33.1,37.41299999999996,At-Risk,"(60, 75]","(4, 6]"
S0363,Male,20,Electrical,3,85.4,3.4,7.67,90.4,Yes,1,4.5,Medium,Yes,6.0,Yes,6.5,C,53.6,52.49300000000002,At-Risk,"(75, 90]","(2, 4]"
S0364,Female,20,Electrical,1,76.8,4.5,9.01,77.7,Yes,2,8.9,Medium,Yes,4.1,Yes,29.4,C,55.7,55.45699999999999,At-Risk,"(75, 90]","(4, 6]"
S0365,Female,21,Mechanical,1,63.7,0.8,4.9,59.0,Yes,3,5.3,High,Yes,6.5,No,1.6,F,29.8,28.95900000000003,At-Risk,"(60, 75]","(0, 2]"
S0366,Male,18,Electrical,2,80.1,3.4,5.27,52.1,No,1,6.7,Medium,No,6.3,Yes,10.0,D,41.0,42.525999999999975,At-Risk,"(75, 90]","(2, 4]"
S0367,Other,21,Computer Science,1,78.4,6.1,6.96,61.5,Yes,3,5.3,Low,Yes,7.1,No,20.5,D,44.5,46.87900000000001,At-Risk,"(75, 90]","(6, 10]"
S0368,Female,23,Civil,3,66.8,8.400000000000002,6.66,59.7,No,1,3.8,Medium,Yes,3.5,No,7.6,C,53.2,49.08099999999996,At-Risk,"(60, 75]","(6, 10]"
S0369,Male,18,Civil,2,81.9,8.400000000000002,7.81,81.4,Yes,0,7.0,Medium,Yes,9.4,No,1.0,C,56.8,55.73000000000008,At-Risk,"(75, 90]","(6, 10]"
S0370,Male,19,Electronics,2,88.2,6.1,8.51,66.4,Yes,1,7.2,Medium,Yes,8.1,No,3.8,C,53.8,55.17600000000006,At-Risk,"(75, 90]","(6, 10]"
S0371,Male,24,BBA,4,74.3,2.4,6.28,63.4,Yes,1,4.5,Medium,No,6.0,Yes,4.9,D,35.3,36.12500000000005,At-Risk,"(60, 75]","(2, 4]"
S0372,Male,18,MBA,3,66.2,3.9,5.7,53.4,No,3,7.8,Medium,Yes,5.7,No,29.4,D,33.3,35.30600000000003,At-Risk,"(60, 75]","(2, 4]"
S0373,Male,22,BBA,1,73.9,1.9,5.57,58.8,Yes,3,5.9,Low,Yes,6.4,Yes,25.3,D,34.3,34.122000000000035,At-Risk,"(60, 75]","(0, 2]"
S0374,Female,20,Computer Science,2,59.3,1.7,5.36,56.9,Yes,2,5.2,High,Yes,1.9,Yes,29.4,F,18.4,21.057000000000016,At-Risk,"(0, 60]","(0, 2]"
S0375,Male,19,Electrical,3,61.5,3.8,5.47,66.8,Yes,4,5.1,Low,No,4.3,No,18.5,F,19.1,24.514999999999976,At-Risk,"(60, 75]","(2, 4]"
S0376,Male,22,Civil,3,76.3,3.8,4.74,40.4,Yes,2,7.5,Low,Yes,9.6,No,5.3,D,43.3,40.86100000000005,At-Risk,"(75, 90]","(2, 4]"
S0377,Female,20,BBA,1,83.5,3.8,7.57,78.6,Yes,2,4.2,Low,No,7.1,No,24.6,C,51.4,52.043999999999976,At-Risk,"(75, 90]","(2, 4]"
S0378,Male,20,Computer Science,4,75.3,4.4,7.42,61.9,Yes,0,5.0,Low,No,6.3,No,29.4,B,60.5,44.701,At-Risk,"(75, 90]","(4, 6]"
S0379,Female,19,Civil,2,68.2,3.2,5.71,54.4,Yes,2,7.0,Low,No,8.2,Yes,5.3,D,42.5,39.12,At-Risk,"(60, 75]","(2, 4]"
S0380,Male,20,Electrical,1,80.5,5.0,5.97,46.2,Yes,4,6.9,High,Yes,7.6,No,4.0,C,51.4,50.22499999999998,At-Risk,"(75, 90]","(4, 6]"
S0381,Male,18,BBA,1,85.7,4.9,6.34,68.9,Yes,2,5.3,High,Yes,7.2,No,8.9,C,55.6,54.369999999999955,At-Risk,"(75, 90]","(4, 6]"
S0382,Female,19,Civil,1,92.7,7.4,9.38,92.1,Yes,1,8.0,Low,Yes,6.9,No,3.1,B,67.7,63.66099999999996,Average,"(90, 100]","(6, 10]"
S0383,Female,24,MBA,3,76.7,3.7,6.31,61.1,No,2,5.2,Low,Yes,4.2,No,1.3,D,38.8,40.60800000000004,At-Risk,"(75, 90]","(2, 4]"
S0384,Female,19,MBA,1,75.8,6.3,8.11,71.5,No,0,6.2,Low,No,4.6,No,29.4,D,44.2,48.30599999999994,At-Risk,"(75, 90]","(6, 10]"
S0385,Female,21,Electronics,1,80.5,3.3,7.44,67.2,No,2,6.1,Low,No,8.3,No,27.0,C,46.9,45.211000000000006,At-Risk,"(75, 90]","(2, 4]"
S0386,Female,19,Electronics,4,76.3,3.9,6.57,74.7,Yes,2,6.1,Low,Yes,3.5,No,2.8,D,33.5,36.79199999999999,At-Risk,"(75, 90]","(2, 4]"
S0387,Male,21,Civil,2,68.0,5.9,5.32,43.2,No,2,6.3,High,Yes,6.7,No,6.2,D,37.2,40.48199999999996,At-Risk,"(60, 75]","(4, 6]"
S0388,Male,18,Computer Science,1,70.1,2.5,6.15,77.9,Yes,4,6.2,Low,Yes,5.9,Yes,18.8,F,20.8,26.454999999999995,At-Risk,"(60, 75]","(2, 4]"
S0389,Female,24,MBA,1,80.2,4.3,6.2,55.4,No,1,6.2,Medium,Yes,8.4,No,11.8,C,49.5,44.60900000000003,At-Risk,"(75, 90]","(4, 6]"
S0390,Female,20,Computer Science,1,86.8,7.1,8.64,83.8,Yes,2,6.3,Low,Yes,6.7,No,6.0,C,55.0,56.94999999999999,At-Risk,"(75, 90]","(6, 10]"
S0391,Other,19,Computer Science,1,72.7,5.0,6.52,70.4,Yes,1,7.8,High,Yes,6.5,No,14.6,D,30.9,35.866000000000035,At-Risk,"(60, 75]","(4, 6]"
S0392,Male,18,Civil,3,71.5,5.2,8.79,77.1,Yes,0,6.2,Medium,Yes,5.1,No,23.7,C,48.9,49.932999999999986,At-Risk,"(60, 75]","(4, 6]"
S0393,Male,18,Computer Science,1,82.1,3.4,8.65,85.6,Yes,1,7.3,High,Yes,6.5,Yes,27.1,C,59.3,55.20700000000008,At-Risk,"(75, 90]","(2, 4]"
S0394,Female,20,MBA,1,70.3,4.9,5.8,67.7,Yes,1,6.7,Medium,Yes,7.8,No,5.8,D,44.0,43.44200000000001,At-Risk,"(60, 75]","(4, 6]"
S0395,Male,19,Electrical,3,72.0,3.6,7.12,46.7,No,0,6.9,Low,No,6.5,Yes,2.9,D,33.1,38.422999999999995,At-Risk,"(60, 75]","(2, 4]"
S0396,Female,22,Electronics,3,92.0,7.4,8.56,78.4,No,0,7.4,Low,No,5.3,No,25.4,B,67.7,66.43699999999991,Average,"(90, 100]","(6, 10]"
S0397,Female,20,Electrical,2,91.3,4.5,7.05,66.8,Yes,3,5.1,Medium,Yes,5.5,Yes,2.0,C,46.6,48.541,At-Risk,"(90, 100]","(4, 6]"
S0398,Male,19,Computer Science,2,80.4,5.5,7.4,75.3,Yes,3,7.3,Medium,Yes,8.8,No,13.8,C,53.7,53.29599999999994,At-Risk,"(75, 90]","(4, 6]"
S0399,Female,20,Electrical,2,72.2,5.8,8.44,65.7,No,1,6.2,Medium,No,5.4,No,2.5,B,60.9,54.53099999999999,At-Risk,"(60, 75]","(4, 6]"
S0400,Female,21,MBA,2,78.2,3.9,7.54,63.2,No,1,5.3,Low,Yes,1.1,Yes,5.9,C,48.5,47.02700000000001,At-Risk,"(75, 90]","(2, 4]"
S0401,Male,18,MBA,2,81.6,0.399999999999999,7.44,62.4,No,2,7.4,Low,No,6.1,Yes,6.3,D,38.2,36.24899999999995,At-Risk,"(75, 90]","(0, 2]"
S0402,Female,18,Computer Science,2,78.6,4.9,7.53,56.4,No,3,6.0,Medium,No,3.1,No,2.7,C,45.9,46.70699999999999,At-Risk,"(75, 90]","(4, 6]"
S0403,Female,17,Civil,4,66.6,5.1,6.13,66.0,Yes,2,7.0,Medium,Yes,4.3,No,26.6,D,35.8,38.578000000000046,At-Risk,"(60, 75]","(4, 6]"
S0404,Female,21,Electrical,1,68.7,4.4,5.12,52.2,No,0,3.3000000000000007,Medium,No,6.9,Yes,1.0,D,38.9,38.17200000000005,At-Risk,"(60, 75]","(4, 6]"
S0405,Male,21,Civil,3,70.0,0.399999999999999,4.6,51.3,No,1,7.4,Low,Yes,10.0,Yes,23.4,F,21.6,25.55599999999997,At-Risk,"(60, 75]","(0, 2]"
S0406,Female,20,Civil,1,79.5,7.0,6.18,63.7,Yes,3,9.6,Medium,Yes,9.8,No,22.5,B,63.0,54.726000000000006,At-Risk,"(75, 90]","(6, 10]"
S0407,Male,22,Mechanical,3,68.3,4.4,6.93,87.6,Yes,0,6.5,Low,Yes,1.0,Yes,4.8,D,34.5,36.270999999999994,At-Risk,"(60, 75]","(4, 6]"
S0408,Male,22,Computer Science,3,81.7,4.0,7.74,65.4,Yes,0,6.2,Low,Yes,4.7,Yes,13.2,C,46.4,46.692,At-Risk,"(75, 90]","(2, 4]"
S0409,Female,20,Electronics,4,70.0,4.5,8.86,76.1,Yes,4,5.9,Medium,Yes,4.7,No,3.9,C,51.4,50.376,At-Risk,"(60, 75]","(4, 6]"
S0410,Male,22,MBA,1,75.2,4.1,6.07,63.8,Yes,4,7.2,Low,Yes,4.7,No,15.2,D,34.5,37.80700000000001,At-Risk,"(75, 90]","(4, 6]"
S0411,Male,19,MBA,2,91.8,8.2,10.0,80.0,No,2,6.1,Low,No,6.6,No,9.2,B,68.8,66.47100000000005,Average,"(90, 100]","(6, 10]"
S0412,Female,18,Computer Science,2,93.8,5.6,9.52,84.3,Yes,0,7.3,Low,Yes,6.2,Yes,4.6,B,65.4,64.18499999999996,Average,"(90, 100]","(4, 6]"
S0413,Female,19,BBA,3,62.3,0.5,4.32,59.3,Yes,2,8.6,Low,Yes,4.4,Yes,6.1,F,24.6,26.03199999999997,At-Risk,"(60, 75]","(0, 2]"
S0414,Female,18,BBA,2,79.3,4.7,7.68,72.9,No,1,7.5,Low,Yes,3.6,No,12.7,C,51.6,51.16,At-Risk,"(75, 90]","(4, 6]"
S0415,Female,20,BBA,2,78.4,3.5,8.09,66.5,No,1,6.3,Low,No,3.9,Yes,24.7,C,49.4,47.615,At-Risk,"(75, 90]","(2, 4]"
S0416,Male,23,Electronics,2,67.9,2.0,4.69,42.5,Yes,0,5.2,Low,Yes,5.8,No,2.4,D,36.6,35.51899999999996,At-Risk,"(60, 75]","(0, 2]"
S0417,Male,17,MBA,2,71.2,3.7,6.81,72.9,No,0,6.0,Low,No,4.8,Yes,9.5,C,46.1,45.007999999999974,At-Risk,"(60, 75]","(2, 4]"
S0418,Male,18,Computer Science,2,78.7,4.4,7.34,67.3,Yes,0,6.3,Medium,Yes,7.7,No,3.9,C,58.9,55.71399999999998,At-Risk,"(75, 90]","(4, 6]"
S0419,Female,20,MBA,1,73.3,4.1,7.48,60.2,No,2,4.9,Low,No,5.6,Yes,17.2,D,35.5,36.99099999999999,At-Risk,"(60, 75]","(4, 6]"
S0420,Female,23,Civil,4,78.2,3.8,7.67,65.5,No,2,7.8,Low,No,6.7,No,1.7,C,56.8,52.81600000000006,At-Risk,"(75, 90]","(2, 4]"
S0421,Female,19,Electrical,3,82.5,6.0,7.46,69.9,Yes,0,7.2,Low,Yes,5.8,No,12.7,D,36.0,52.562999999999974,At-Risk,"(75, 90]","(4, 6]"
S0422,Female,20,Electrical,4,76.7,8.400000000000002,6.97,65.7,Yes,0,5.2,Medium,Yes,2.6,No,2.9,C,46.0,49.56800000000001,At-Risk,"(75, 90]","(6, 10]"
S0423,Male,17,MBA,1,84.9,7.2,8.52,80.4,No,1,4.4,High,Yes,3.8,No,10.1,C,52.9,55.821999999999974,At-Risk,"(75, 90]","(6, 10]"
S0424,Female,18,Mechanical,4,76.3,3.5,8.68,56.4,Yes,0,7.4,Medium,Yes,8.9,Yes,19.1,D,39.3,47.26499999999999,At-Risk,"(75, 90]","(2, 4]"
S0425,Male,25,Electronics,3,74.5,0.5,8.37,78.3,No,1,4.5,Medium,Yes,7.4,No,15.1,C,46.0,45.047999999999995,At-Risk,"(60, 75]","(0, 2]"
S0426,Female,24,BBA,3,70.0,2.7,5.67,61.6,No,1,6.6,Medium,Yes,6.3,No,15.0,D,43.8,39.01200000000005,At-Risk,"(60, 75]","(2, 4]"
S0427,Male,17,Electronics,3,78.9,8.0,6.96,92.5,Yes,0,6.0,Medium,Yes,4.9,No,8.3,C,54.3,53.82300000000006,At-Risk,"(75, 90]","(6, 10]"
S0428,Female,24,Electronics,2,81.6,5.4,8.16,70.4,Yes,0,7.5,Medium,Yes,9.5,No,23.1,C,56.0,55.68499999999998,At-Risk,"(75, 90]","(4, 6]"
S0429,Male,20,Civil,3,69.6,2.7,6.16,67.8,Yes,5,7.5,Low,Yes,5.5,No,9.9,C,45.2,35.947000000000024,At-Risk,"(60, 75]","(2, 4]"
S0430,Male,22,Electronics,2,73.5,2.3,7.83,60.6,No,3,5.5,Low,No,3.2,Yes,26.0,F,19.9,35.98500000000001,At-Risk,"(60, 75]","(2, 4]"
S0431,Male,20,Electrical,1,70.5,1.0,6.48,58.1,No,2,7.6,Low,Yes,6.3,Yes,8.9,D,34.3,33.06300000000003,At-Risk,"(60, 75]","(0, 2]"
S0432,Female,20,Civil,2,74.1,5.8,6.48,75.5,Yes,1,6.2,High,Yes,1.9,No,8.1,C,45.7,46.406999999999954,At-Risk,"(60, 75]","(4, 6]"
S0433,Female,20,Computer Science,4,71.4,4.2,7.21,64.7,Yes,1,6.5,Medium,Yes,3.9,No,3.5,D,36.3,40.506999999999984,At-Risk,"(60, 75]","(4, 6]"
S0434,Male,21,Electronics,4,63.0,5.0,5.76,63.6,Yes,2,6.5,Medium,Yes,5.4,No,8.9,F,29.8,31.215000000000018,At-Risk,"(60, 75]","(4, 6]"
S0435,Male,18,Electronics,4,82.2,2.9,6.55,59.9,No,3,9.2,Low,Yes,5.7,Yes,2.5,D,40.2,40.648999999999944,At-Risk,"(75, 90]","(2, 4]"
S0436,Female,17,Computer Science,3,64.4,5.0,6.76,72.6,Yes,1,6.4,Medium,Yes,4.0,No,21.4,D,39.4,38.79900000000004,At-Risk,"(60, 75]","(4, 6]"
S0437,Male,19,Electronics,1,83.5,2.3,5.54,57.8,Yes,0,4.5,Low,Yes,8.7,Yes,12.3,D,38.2,39.204999999999956,At-Risk,"(75, 90]","(2, 4]"
S0438,Female,21,Computer Science,1,65.7,0.399999999999999,6.16,66.3,Yes,0,5.6,Low,No,8.3,No,29.4,D,30.7,30.44699999999999,At-Risk,"(60, 75]","(0, 2]"
